model_id,reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.45,1098.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.5,1417.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.55,1927.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.6,2067.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.65,2147.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.7,2228.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.75,2313.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.8,2368.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.85,2462.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.9,2536.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.95,2629.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.975,2742.0
PSI-DICE,2022-12-17,1,2022-12-24,06,wk inc flu hosp,quantile,0.99,2920.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.01,296.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.025,311.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.05,324.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.1,351.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.15,367.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.2,383.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.25,393.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.3,408.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.35,422.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.4,440.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.45,464.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.5,550.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.55,712.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.6,740.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.65,763.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.7,779.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.75,798.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.8,819.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.85,839.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.9,864.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.95,895.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.975,919.0
PSI-DICE,2022-12-17,1,2022-12-24,12,wk inc flu hosp,quantile,0.99,946.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.01,1024.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.025,1084.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.05,1161.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.1,1249.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.15,1293.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.2,1339.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.25,1367.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.3,1395.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.35,1420.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.4,1442.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.45,1472.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.5,1490.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.55,1511.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.6,1537.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.65,1560.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.7,1584.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.75,1612.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.8,1639.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.85,1678.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.9,1725.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.95,1800.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.975,1842.0
PSI-DICE,2022-12-17,1,2022-12-24,36,wk inc flu hosp,quantile,0.99,1906.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.01,1134.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.025,1213.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.05,1268.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.1,1341.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.15,1390.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.2,1426.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.25,1457.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.3,1485.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.35,1513.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.4,1538.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.45,1558.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.5,1578.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.55,1598.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.6,1621.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.65,1640.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.7,1667.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.75,1691.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.8,1719.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.85,1751.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.9,1794.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.95,1845.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.975,1882.0
PSI-DICE,2022-12-17,1,2022-12-24,48,wk inc flu hosp,quantile,0.99,1928.0
